image,timestamp,experiment,training,dev,dev_resampled,YSI DO (%),YSI DO (mmHg),YSI barometer (mmHg),YSI temperature (C),setpoint temperature (C),DO patch r_msorm,DO patch g_msorm,DO patch b_msorm,reference patch r_msorm,reference patch g_msorm,reference patch b_msorm,reflectance standard r_msorm,reflectance standard g_msorm,reflectance standard b_msorm,setpoint O2 (fraction),ROI definitions,setpoint ID,scum tank
2019-09-27--15-00-32_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:00:37,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,19.8,31.484079,759.0,18.6,18.0,0.067673,0.085181,0.170371,0.177561,0.129692,0.183679,0.031178,0.137699,0.441859,0.043053,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",58,False
2019-09-27--15-00-41_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:00:46,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,19.8,31.484079,759.0,18.6,18.0,0.067548,0.084951,0.16989,0.17702,0.129345,0.183182,0.03104,0.137368,0.440886,0.043053,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",58,False
2019-09-27--15-00-50_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:00:55,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,19.8,31.484079,759.0,18.6,18.0,0.067831,0.085259,0.170321,0.177591,0.12973,0.183692,0.03115,0.13775,0.441905,0.043053,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",58,False
2019-09-27--15-00-59_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:01:05,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,19.8,31.488227,759.1,18.6,18.0,0.06771,0.085024,0.169941,0.177054,0.129342,0.183099,0.031026,0.137301,0.440679,0.043053,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",58,False
2019-09-27--15-01-08_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:01:13,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,19.72,31.3577,759.02,18.6,18.0,0.067979,0.085325,0.170363,0.17768,0.129787,0.183719,0.031164,0.137759,0.441846,0.043053,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",58,False
2019-09-27--15-01-17_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:01:22,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,19.7,31.327545,759.06,18.6,18.0,0.0679,0.085226,0.170139,0.177305,0.129533,0.183379,0.031138,0.137533,0.441202,0.043053,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",58,False
2019-09-27--15-01-26_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:01:31,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,19.7,31.325068,759.0,18.6,18.0,0.068001,0.085329,0.170209,0.177539,0.129677,0.183478,0.031147,0.13766,0.441349,0.043053,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",58,False
2019-09-27--15-01-35_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:01:40,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,19.798077,31.481021,759.0,18.6,18.0,0.068059,0.085352,0.170253,0.177471,0.129637,0.183549,0.031141,0.137698,0.441502,0.042726,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",58,False
2019-09-27--15-16-46_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:16:51,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,11.5,18.286208,759.0,18.6,18.0,0.077583,0.090508,0.172029,0.176478,0.129102,0.183787,0.031104,0.137141,0.44159,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",59,False
2019-09-27--15-16-53_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:16:58,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,11.5,18.286208,759.0,18.6,18.0,0.077597,0.090419,0.171598,0.176428,0.128956,0.183279,0.031073,0.136958,0.440678,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",59,False
2019-09-27--15-17-02_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:17:07,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,11.5,18.286208,759.0,18.6,18.0,0.077881,0.090683,0.171987,0.176889,0.129293,0.18358,0.031126,0.137394,0.4416,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",59,False
2019-09-27--15-17-11_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:17:17,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,11.5,18.287171,759.04,18.6,18.0,0.077936,0.090652,0.171756,0.176717,0.129147,0.183451,0.031099,0.137169,0.441078,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",59,False
2019-09-27--15-17-20_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:17:25,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,11.5,18.288617,759.1,18.6,18.0,0.078031,0.090667,0.171538,0.176611,0.12908,0.183197,0.031048,0.137066,0.440681,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",59,False
2019-09-27--15-17-29_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:17:34,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,11.5,18.288617,759.1,18.6,18.0,0.078367,0.090931,0.171905,0.176967,0.129335,0.183484,0.031125,0.137357,0.441396,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",59,False
2019-09-27--15-17-38_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:17:44,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,11.5,18.286208,759.0,18.6,18.0,0.078504,0.090955,0.171755,0.176837,0.129211,0.183335,0.031106,0.137289,0.440978,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",59,False
2019-09-27--15-17-47_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:17:52,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,11.5,18.288617,759.1,18.6,18.0,0.078747,0.091139,0.171929,0.177024,0.129386,0.183448,0.03113,0.137454,0.441447,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",59,False
2019-09-27--15-17-56_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:18:01,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,11.5,18.286208,759.0,18.6,18.0,0.078757,0.091076,0.171589,0.176702,0.129111,0.183022,0.031058,0.137144,0.440561,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",59,False
2019-09-27--15-18-06_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:18:11,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,11.5,18.287653,759.06,18.6,18.0,0.079141,0.091396,0.171862,0.177124,0.129409,0.18343,0.031133,0.137583,0.441253,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",59,False
2019-09-27--15-18-14_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:18:20,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,11.5,18.288617,759.1,18.6,18.0,0.079307,0.091411,0.171734,0.176958,0.129267,0.183212,0.031073,0.137239,0.440827,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",59,False
2019-09-27--15-18-23_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:18:28,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,11.5,18.286689,759.02,18.6,18.0,0.079605,0.091701,0.172083,0.177219,0.12951,0.183506,0.031132,0.137517,0.441473,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",59,False
2019-09-27--15-18-32_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:18:38,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,11.5,18.288135,759.08,18.6,18.0,0.079684,0.091599,0.17173,0.176907,0.129281,0.183185,0.031069,0.137314,0.440782,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",59,False
2019-09-27--15-18-41_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:18:47,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,11.5,18.287653,759.06,18.6,18.0,0.079927,0.091855,0.172071,0.177311,0.129479,0.183445,0.031126,0.137516,0.441591,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",59,False
2019-09-27--15-18-50_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:18:56,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,11.5,18.288617,759.1,18.6,18.0,0.079971,0.091808,0.171953,0.177164,0.129384,0.183345,0.031104,0.137457,0.441126,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",59,False
2019-09-27--15-18-59_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:19:04,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,11.5,18.286208,759.0,18.6,18.0,0.080132,0.091966,0.172147,0.177388,0.129573,0.183509,0.031163,0.137561,0.441493,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",59,False
2019-09-27--15-19-08_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:19:13,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,11.5,18.288135,759.08,18.6,18.0,0.080057,0.091844,0.171802,0.177082,0.129324,0.183216,0.031111,0.137354,0.440845,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",59,False
2019-09-27--15-19-17_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:19:22,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,11.4,18.127197,759.0,18.6,18.0,0.080206,0.092059,0.172095,0.177361,0.129608,0.183541,0.03114,0.137651,0.44162,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",59,False
2019-09-27--15-19-26_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:19:31,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,11.4,18.127197,759.0,18.6,18.0,0.080041,0.09184,0.17176,0.176946,0.129287,0.183094,0.031076,0.137301,0.440638,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",59,False
2019-09-27--15-19-35_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:19:40,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,11.4,18.127197,759.0,18.6,18.0,0.080227,0.092022,0.172214,0.177412,0.129606,0.183542,0.031148,0.137603,0.441547,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",59,False
2019-09-27--15-19-44_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:19:49,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,11.4,18.129585,759.1,18.6,18.0,0.080021,0.09185,0.171752,0.177076,0.129304,0.183138,0.03108,0.137271,0.440678,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",59,False
2019-09-27--15-19-53_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:19:59,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,11.4,18.127197,759.0,18.6,18.0,0.080166,0.091989,0.172157,0.177454,0.12959,0.183526,0.031165,0.137673,0.441581,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",59,False
2019-09-27--15-20-02_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:20:07,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,11.4,18.129585,759.1,18.6,18.0,0.079973,0.091776,0.171728,0.176972,0.129295,0.183068,0.031053,0.137377,0.440512,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",59,False
2019-09-27--15-20-11_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:20:16,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,11.4,18.129585,759.1,18.6,18.0,0.080135,0.092007,0.172144,0.177472,0.129642,0.183582,0.031152,0.137634,0.44162,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",59,False
2019-09-27--15-20-20_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:20:25,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,11.4,18.129585,759.1,18.6,17.893,0.08003,0.091819,0.171929,0.177265,0.129436,0.183278,0.031101,0.13745,0.440958,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",59,False
2019-09-27--15-49-16_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:49:21,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,10.9,17.329861,758.9,15.8,15.0,0.088091,0.096354,0.174123,0.177816,0.129328,0.183773,0.031149,0.137121,0.441677,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",60,False
2019-09-27--15-49-23_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:49:29,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,10.9,17.329861,758.9,15.8,15.0,0.087997,0.096303,0.173661,0.177674,0.129235,0.183232,0.031103,0.137094,0.440774,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",60,False
2019-09-27--15-49-32_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:49:37,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,10.9,17.328491,758.84,15.8,15.0,0.088209,0.0965,0.174028,0.178102,0.129542,0.183607,0.031157,0.137381,0.441768,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",60,False
2019-09-27--15-49-41_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:49:46,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,10.9,17.329861,758.9,15.8,15.0,0.088095,0.096342,0.173759,0.17795,0.129342,0.18329,0.031099,0.137211,0.441244,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",60,False
2019-09-27--15-49-50_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:49:55,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,10.9,17.329404,758.88,15.8,15.0,0.088067,0.096355,0.173744,0.178005,0.129384,0.183331,0.031132,0.137206,0.44125,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",60,False
2019-09-27--15-49-59_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:50:04,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,10.9,17.327577,758.8,15.8,15.0,0.088112,0.096403,0.173784,0.17811,0.129509,0.18337,0.031087,0.137243,0.441302,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",60,False
2019-09-27--15-50-08_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:50:13,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,10.9,17.329861,758.9,15.8,15.0,0.088293,0.096588,0.174067,0.178465,0.129721,0.18362,0.031198,0.137478,0.442123,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",60,False
2019-09-27--15-50-17_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:50:22,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,10.9,17.328491,758.84,15.8,15.0,0.088109,0.096379,0.173712,0.178124,0.129437,0.18324,0.031112,0.137302,0.441142,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",60,False
2019-09-27--15-50-26_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:50:31,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,10.9,17.328491,758.84,15.8,15.0,0.08825,0.096503,0.173933,0.178418,0.129633,0.183447,0.031164,0.137424,0.441674,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",60,False
2019-09-27--15-50-35_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:50:41,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,10.9,17.328948,758.86,15.8,15.0,0.088242,0.096489,0.173849,0.178298,0.129552,0.183404,0.031097,0.137299,0.441688,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",60,False
2019-09-27--15-50-44_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:50:49,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,10.9,17.329861,758.9,15.8,15.0,0.08829,0.096577,0.173979,0.178474,0.129664,0.183428,0.031175,0.137548,0.441804,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",60,False
2019-09-27--15-50-53_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:50:58,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,10.9,17.329861,758.9,15.8,15.0,0.088324,0.096522,0.173921,0.178471,0.129659,0.183475,0.031147,0.137474,0.44169,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",60,False
2019-09-27--15-51-02_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:51:07,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,10.9,17.329861,758.9,15.8,15.0,0.088285,0.096488,0.173829,0.178422,0.129639,0.183406,0.031151,0.137357,0.441527,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",60,False
2019-09-27--15-51-11_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:51:17,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,10.9,17.328491,758.84,15.8,15.0,0.088219,0.096444,0.173636,0.178185,0.129545,0.18314,0.031121,0.137462,0.44113,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",60,False
2019-09-27--15-51-20_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:51:25,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,10.9,17.329861,758.9,15.8,15.0,0.088373,0.096534,0.173878,0.178497,0.12971,0.183439,0.031149,0.137557,0.441621,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",60,False
2019-09-27--15-51-29_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:51:34,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,10.9,17.329861,758.9,15.8,15.0,0.088267,0.096496,0.173676,0.178344,0.129566,0.183234,0.031132,0.137307,0.441335,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",60,False
2019-09-27--15-51-38_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:51:43,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,10.9,17.329404,758.88,15.8,15.0,0.088386,0.096607,0.173911,0.178559,0.129747,0.183464,0.031149,0.137566,0.441837,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",60,False
2019-09-27--15-51-47_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:51:52,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,10.9,17.329861,758.9,15.8,15.0,0.088267,0.096458,0.173639,0.178338,0.129572,0.183265,0.031152,0.137413,0.441229,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",60,False
2019-09-27--15-51-56_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:52:01,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,10.9,17.329861,758.9,15.8,15.0,0.088408,0.096609,0.173903,0.178549,0.1297,0.183433,0.031154,0.137539,0.44162,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",60,False
2019-09-27--15-52-05_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:52:10,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,10.9,17.329861,758.9,15.8,15.0,0.088292,0.096495,0.173662,0.1783,0.129572,0.183259,0.031138,0.137414,0.441142,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",60,False
2019-09-27--15-52-14_capture_params_ISO_100_exposure_time_0.4_camera_warm_up_5_led_on_True_.jpeg,2019-09-27 15:52:19,2019-09-27--11-54-22-Pi2E32-sweep_attempt_17_1569608658,True,False,False,10.9,17.327577,758.8,15.8,15.0,0.088411,0.096625,0.17387,0.178557,0.129724,0.183418,0.03119,0.137465,0.441724,0.026049,"{'DO Patch': [1040, 410, 230, 400], 'Reference Patch': [650, 875, 279, 252], 'Reflectance Standard': [660, 200, 250, 250]}",60,False
