timestamp,image,experiment,training,training_resampled,test,YSI DO (mg/L),YSI DO (%),YSI DO (mmHg),YSI barometer (mmHg),YSI temperature (C),setpoint temperature (C),DO patch r_msorm,DO patch g_msorm,DO patch b_msorm,reference patch r_msorm,reference patch g_msorm,reference patch b_msorm,reflectance standard r_msorm,reflectance standard g_msorm,reflectance standard b_msorm,water bath external temperature (C),water bath internal temperature (C),PicoLog temperature (C),PicoLog pressure (mmHg),setpoint O2 (fraction),setpoint O2 (mmHg)
2019-07-27 04:05:46,2019-07-27--04-05-41_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,0.71,10.2,16.305488,762.68,35.0,35.0,0.180348,0.316264,0.707509,0.324498,0.371165,0.758997,0.090076,0.387837,0.922708,23.73,34.998,34.848544,775.080095,0.009044,7.009769
2019-07-27 04:05:55,2019-07-27--04-05-50_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,0.71,10.2,16.305916,762.7,35.0,35.0,0.180513,0.316303,0.707716,0.324655,0.371183,0.759159,0.090034,0.387721,0.922667,23.72,35.0,34.850319,775.061604,0.009044,7.009601
2019-07-27 04:06:04,2019-07-27--04-05-59_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,0.71,10.2,16.305916,762.7,35.0,35.0,0.180581,0.316378,0.708047,0.324765,0.371211,0.759462,0.090107,0.387661,0.922803,23.72,35.0,34.849614,775.112593,0.009044,7.010062
2019-07-27 04:06:13,2019-07-27--04-06-08_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,0.704,10.14,16.209999,762.7,35.0,35.0,0.216494,0.376888,0.817379,0.3901,0.443402,0.885605,0.107496,0.461847,0.936337,23.726,35.0,34.84812,775.082725,0.009044,7.009792
2019-07-27 04:06:22,2019-07-27--04-06-17_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,0.7,10.1,16.146054,762.7,35.0,35.0,0.180541,0.316395,0.707641,0.324617,0.371259,0.758916,0.090077,0.38773,0.922713,23.724,34.996,34.846952,774.967395,0.009044,7.008749
2019-07-27 04:06:31,2019-07-27--04-06-26_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,0.7,10.1,16.145631,762.68,35.0,35.0,0.180566,0.316285,0.707705,0.324582,0.371216,0.759227,0.090056,0.387618,0.922633,23.732,35.0,34.844112,774.964779,0.009044,7.008726
2019-07-27 04:06:40,2019-07-27--04-06-35_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,0.7,10.1,16.146054,762.7,35.0,35.0,0.180664,0.316379,0.707793,0.324558,0.371146,0.759282,0.09007,0.38748,0.922747,23.73,35.0,34.84144,774.992263,0.009044,7.008974
2019-07-27 04:06:49,2019-07-27--04-06-44_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,0.7,10.1,16.145631,762.68,35.0,35.0,0.221399,0.385024,0.83064,0.398161,0.452458,0.897629,0.109987,0.472503,0.936471,23.73,34.998,34.839329,774.969747,0.009044,7.008771
2019-07-27 04:06:58,2019-07-27--04-06-53_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,0.7,10.1,16.146054,762.7,35.0,35.0,0.180468,0.316347,0.707431,0.324455,0.37116,0.758741,0.090048,0.387735,0.922613,23.732,35.006,34.837497,774.965079,0.009044,7.008728
2019-07-27 04:07:07,2019-07-27--04-07-02_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,0.7,10.1,16.146054,762.7,35.0,35.0,0.180428,0.316216,0.707626,0.324612,0.37115,0.759052,0.090068,0.387581,0.922719,23.734,35.006,34.83664,775.015559,0.009044,7.009185
2019-07-27 04:07:16,2019-07-27--04-07-11_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,0.7,10.1,16.145631,762.68,35.0,35.0,0.180365,0.316228,0.707772,0.324584,0.371148,0.759217,0.090003,0.387538,0.922715,23.738,35.0,34.839576,775.045694,0.009044,7.009457
2019-07-27 04:07:25,2019-07-27--04-07-20_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,0.7,10.1,16.146054,762.7,35.0,35.0,0.222102,0.386625,0.833859,0.400364,0.454659,0.900672,0.110434,0.474478,0.936486,23.73,35.0,34.84396,774.960937,0.009044,7.008691
2019-07-27 04:07:34,2019-07-27--04-07-29_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,0.7,10.1,16.146054,762.7,35.0,35.0,0.180144,0.316087,0.707315,0.324404,0.371155,0.758721,0.090056,0.387724,0.922613,23.724,35.0,34.844505,774.903277,0.009044,7.008169
2019-07-27 04:07:43,2019-07-27--04-07-38_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,0.7,10.1,16.146054,762.7,35.0,35.0,0.180233,0.316229,0.70776,0.324679,0.371253,0.759172,0.090078,0.387735,0.922697,23.73,35.0,34.843632,774.892147,0.009044,7.008069
2019-07-27 04:07:52,2019-07-27--04-07-47_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,0.7,10.1,16.146054,762.7,35.0,35.0,0.180299,0.316131,0.707771,0.324524,0.371112,0.75915,0.090042,0.387539,0.922669,23.72,35.0,34.843176,774.885767,0.009044,7.008011
2019-07-27 04:08:01,2019-07-27--04-07-56_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,0.7,10.1,16.146054,762.7,35.0,35.0,0.222021,0.386201,0.833054,0.399729,0.453851,0.899694,0.110308,0.473831,0.936487,23.712,35.0,34.84092,774.884369,0.009044,7.007998
2019-07-27 04:08:10,2019-07-27--04-08-05_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,0.7,10.1,16.146054,762.7,35.0,35.0,0.180473,0.316355,0.707371,0.324383,0.371144,0.758795,0.090071,0.387789,0.922608,23.72,34.99,34.84068,774.873506,0.009044,7.0079
2019-07-27 04:08:19,2019-07-27--04-08-14_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,0.7,10.1,16.146054,762.7,35.0,35.0,0.180594,0.316435,0.707855,0.3246,0.371174,0.75917,0.090094,0.387623,0.922635,23.72,34.998,34.84284,774.855537,0.009044,7.007738
2019-07-27 04:08:28,2019-07-27--04-08-23_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,0.7,10.1,16.146054,762.7,35.0,35.0,0.180748,0.316368,0.707864,0.324669,0.37117,0.759285,0.090071,0.38757,0.922695,23.714,35.0,34.843168,774.888943,0.009044,7.00804
2019-07-27 04:08:37,2019-07-27--04-08-32_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,0.7,10.1,16.146054,762.7,35.0,35.0,0.221704,0.385364,0.831383,0.398644,0.452787,0.898424,0.110145,0.472861,0.936486,23.714,35.0,34.84248,774.986616,0.009044,7.008923
2019-07-27 04:08:46,2019-07-27--04-08-41_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,0.7,10.1,16.146054,762.7,35.0,35.0,0.18063,0.316453,0.707505,0.32439,0.371168,0.758756,0.090061,0.38778,0.922676,23.712,35.0,34.843192,775.045495,0.009044,7.009456
2019-07-27 04:08:55,2019-07-27--04-08-50_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,0.7,10.1,16.146054,762.7,35.0,35.0,0.180593,0.316355,0.707661,0.324592,0.371153,0.759094,0.090011,0.387608,0.922642,23.72,35.0,34.843601,775.117363,0.009044,7.010106
2019-07-27 04:09:04,2019-07-27--04-08-59_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,0.7,10.1,16.146054,762.7,35.0,35.0,0.180583,0.31631,0.707866,0.32456,0.371159,0.759131,0.089983,0.387451,0.922684,23.73,35.0,34.844737,775.161595,0.009044,7.010506
2019-07-27 04:09:13,2019-07-27--04-09-08_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,0.7,10.1,16.146054,762.7,35.0,35.0,0.22119,0.38467,0.830314,0.398021,0.452126,0.897369,0.109832,0.471829,0.936464,23.714,35.0,34.842567,775.159361,0.009044,7.010485
2019-07-27 04:09:22,2019-07-27--04-09-17_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,0.7,10.1,16.145207,762.66,35.0,35.0,0.180487,0.316359,0.707596,0.324463,0.371125,0.758871,0.09007,0.387731,0.922643,23.72,35.0,34.840944,775.143504,0.009044,7.010342
2019-07-27 04:09:31,2019-07-27--04-09-26_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,0.7,10.0,15.984515,762.62,35.0,35.0,0.180575,0.316393,0.707875,0.324668,0.371193,0.759267,0.090059,0.387626,0.922649,23.72,35.0,34.840096,775.032303,0.009044,7.009336
2019-07-27 04:09:40,2019-07-27--04-09-35_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,0.7,10.0,15.984096,762.6,35.0,35.0,0.180614,0.316259,0.70794,0.324616,0.37117,0.759276,0.090054,0.387503,0.92259,23.72,35.01,34.838561,774.91574,0.009044,7.008282
2019-07-27 04:09:49,2019-07-27--04-09-44_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,0.7,10.0,15.986192,762.7,35.0,35.0,0.218905,0.380688,0.823812,0.393462,0.4471,0.890823,0.108583,0.466484,0.936411,23.712,35.0,34.840008,774.867403,0.009044,7.007845
2019-07-27 04:09:58,2019-07-27--04-09-53_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,0.7,10.0,15.985354,762.66,35.0,35.0,0.180692,0.316503,0.707556,0.324486,0.371152,0.758902,0.090118,0.387813,0.922624,23.71,35.0,34.842879,774.838237,0.009044,7.007581
2019-07-27 04:10:07,2019-07-27--04-10-02_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,0.7,10.0,15.985354,762.66,35.0,35.0,0.180876,0.3165,0.707802,0.324656,0.371163,0.759129,0.090062,0.38755,0.922652,23.716,35.0,34.843007,774.819631,0.009044,7.007413
2019-07-27 04:10:16,2019-07-27--04-10-11_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,0.7,10.0,15.985773,762.68,35.0,35.0,0.18103,0.316585,0.707891,0.324645,0.371129,0.759293,0.090085,0.387506,0.922667,23.708,35.0,34.840808,774.838107,0.009044,7.00758
2019-07-27 04:10:25,2019-07-27--04-10-20_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,0.7,10.0,15.986192,762.7,35.0,35.0,0.221579,0.385082,0.830701,0.39855,0.452757,0.898321,0.109896,0.472098,0.936469,23.7,35.0,34.839041,774.903889,0.009044,7.008175
2019-07-27 04:10:34,2019-07-27--04-10-29_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,0.7,10.0,15.986192,762.7,35.0,35.0,0.180461,0.316321,0.707508,0.324467,0.37118,0.758912,0.090016,0.387819,0.922506,23.702,35.0,34.839105,774.918625,0.009044,7.008308
2019-07-27 04:10:43,2019-07-27--04-10-38_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,0.7,10.0,15.984934,762.64,35.0,35.0,0.182808,0.320262,0.715738,0.328923,0.375955,0.768571,0.091212,0.392527,0.925086,23.7,34.996,34.840064,774.917694,0.009044,7.0083
2019-07-27 04:10:52,2019-07-27--04-10-47_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,0.69,10.0,15.986192,762.7,35.0,35.0,0.180374,0.316188,0.707877,0.324591,0.371079,0.759309,0.090024,0.387491,0.922685,23.71,34.994,34.841815,774.940696,0.009044,7.008508
2019-07-27 04:11:01,2019-07-27--04-10-56_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,0.69,10.0,15.986192,762.7,35.0,32.0,0.217996,0.379631,0.82221,0.392859,0.446175,0.889821,0.108457,0.466009,0.936411,23.71,34.9925,34.842339,774.999296,0.009044,7.009038
2019-07-27 04:11:10,2019-07-27--04-11-05_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,0.69,10.0,15.986192,762.7,35.0,25.0,0.180437,0.316424,0.707582,0.324482,0.371244,0.758952,0.090046,0.387861,0.922594,23.71,34.958,34.841927,774.647498,0.009044,7.005856
2019-07-27 04:11:19,2019-07-27--04-11-14_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,0.69,10.0,15.986192,762.7,35.0,25.0,0.180865,0.316593,0.708016,0.324618,0.371258,0.759356,0.090066,0.387732,0.922788,23.71,34.74,34.844201,771.841375,0.009044,6.980478
2019-07-27 04:11:28,2019-07-27--04-11-23_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,0.69,10.0,15.986192,762.7,35.0,25.0,0.181406,0.316873,0.708268,0.324617,0.371183,0.759415,0.090088,0.387596,0.922753,23.708,34.542,34.846808,769.497613,0.009044,6.959281
2019-07-27 04:11:37,2019-07-27--04-11-32_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,0.69,10.0,15.986192,762.7,35.0,25.0,0.224809,0.387971,0.83395,0.399675,0.453944,0.899802,0.110371,0.47409,0.936476,23.716,34.376,34.843961,768.995336,0.009044,6.954738
2019-07-27 04:11:46,2019-07-27--04-11-41_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,0.69,9.9,15.82633,762.7,35.0,25.0,0.182918,0.317692,0.708196,0.324587,0.371259,0.758916,0.09006,0.387825,0.922616,23.71,34.21,34.83496,768.964221,0.009044,6.954457
2019-07-27 04:11:55,2019-07-27--04-11-50_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,0.69,9.9,15.82633,762.7,35.0,25.0,0.183435,0.317953,0.708344,0.324591,0.371207,0.759168,0.090062,0.387658,0.922683,23.708,34.052,34.822176,768.946912,0.009044,6.954301
2019-07-27 04:12:04,2019-07-27--04-11-59_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,0.69,9.9,15.824255,762.6,35.0,25.0,0.183984,0.318202,0.708596,0.324565,0.371108,0.759271,0.090066,0.387523,0.922627,23.72,33.9,34.80984,768.967182,0.009044,6.954484
2019-07-27 04:12:13,2019-07-27--04-12-08_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,0.69,9.9,15.82633,762.7,34.92,25.0,0.225283,0.38635,0.829895,0.397482,0.451393,0.896595,0.109657,0.470728,0.936461,23.71,33.748,34.790248,768.899536,0.009044,6.953872
2019-07-27 04:12:22,2019-07-27--04-12-17_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,0.69,9.9,15.8255,762.66,34.9,25.0,0.184318,0.318444,0.708153,0.324521,0.371233,0.75885,0.090068,0.387737,0.922646,23.71,33.602,34.763104,768.821975,0.009044,6.953171
2019-07-27 04:12:31,2019-07-27--04-12-26_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,0.69,9.9,15.82633,762.7,34.9,25.0,0.184283,0.318327,0.708323,0.324663,0.371161,0.759053,0.090074,0.387562,0.922646,23.704,33.458,34.735648,768.609182,0.009044,6.951246
2019-07-27 05:09:22,2019-07-27--05-09-17_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,1.082,13.2,21.10454,762.8,25.4,25.0,0.185293,0.319167,0.709763,0.33428,0.374413,0.762606,0.090395,0.388779,0.922366,23.68,25.0,25.369961,775.18576,0.019784,15.336059
2019-07-27 05:09:31,2019-07-27--05-09-26_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,1.09,13.2,21.10454,762.8,25.4,25.0,0.185245,0.319066,0.710054,0.334398,0.374441,0.76299,0.090381,0.388409,0.922401,23.67,25.0,25.36912,775.166467,0.019784,15.335677
2019-07-27 05:09:40,2019-07-27--05-09-35_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,1.09,13.2,21.106754,762.88,25.4,25.0,0.185344,0.31917,0.710319,0.334474,0.374411,0.763246,0.090299,0.388411,0.922445,23.682,25.0,25.36932,775.200465,0.019784,15.33635
2019-07-27 05:09:49,2019-07-27--05-09-44_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,1.09,13.3,21.264423,762.8,25.4,25.0,0.220172,0.376534,0.81511,0.398307,0.443126,0.88355,0.106839,0.458241,0.936227,23.68,25.0,25.370129,775.231662,0.019784,15.336967
2019-07-27 05:15:31,2019-07-27--05-15-26_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,1.17,14.2,22.706345,762.9,25.4,25.0,0.185127,0.318936,0.710129,0.334214,0.374267,0.762893,0.090327,0.388487,0.922328,23.7,25.01,25.358,775.208318,0.019784,15.336505
2019-07-27 05:15:40,2019-07-27--05-15-35_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,1.17,14.2,22.70575,762.88,25.4,25.0,0.185161,0.318974,0.710189,0.334213,0.374237,0.763152,0.090327,0.388337,0.922448,23.718,25.0,25.359648,775.240724,0.019784,15.337146
2019-07-27 05:15:49,2019-07-27--05-15-44_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,1.17,14.2,22.706345,762.9,25.4,25.0,0.227498,0.38869,0.835137,0.411084,0.456966,0.90197,0.11042,0.473816,0.936462,23.714,25.0,25.359368,775.278428,0.019784,15.337892
2019-07-27 05:15:58,2019-07-27--05-15-53_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,1.17,14.2,22.706345,762.9,25.4,25.0,0.185268,0.319148,0.709667,0.333999,0.374357,0.76246,0.09036,0.388735,0.92225,23.726,25.0,25.357568,775.262406,0.019784,15.337575
2019-07-27 05:16:07,2019-07-27--05-16-02_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,1.17,14.2,22.706345,762.9,25.4,25.0,0.185295,0.319091,0.710056,0.33423,0.374287,0.762984,0.090367,0.388494,0.922431,23.72,25.0,25.358048,775.256699,0.019784,15.337462
2019-07-27 05:16:16,2019-07-27--05-16-11_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,1.17,14.2,22.706345,762.9,25.4,25.0,0.185334,0.319019,0.710251,0.334217,0.374278,0.763019,0.090318,0.388309,0.922449,23.73,25.0,25.358,775.271062,0.019784,15.337746
2019-07-27 05:16:26,2019-07-27--05-16-20_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,1.17,14.2,22.706345,762.9,25.4,25.0,0.228127,0.38961,0.836634,0.41174,0.45784,0.902784,0.110648,0.475035,0.936472,23.73,25.0,25.35712,775.296953,0.019784,15.338259
2019-07-27 05:16:35,2019-07-27--05-16-30_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,1.17,14.28,22.834268,762.9,25.4,25.0,0.185279,0.31921,0.709757,0.333996,0.374369,0.762431,0.090355,0.388652,0.922258,23.738,25.0,25.35752,775.281819,0.030524,23.664325
2019-07-27 05:16:44,2019-07-27--05-16-39_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,1.17,14.26,22.802288,762.9,25.4,25.0,0.185366,0.31912,0.710125,0.334226,0.374295,0.762976,0.090345,0.388455,0.92244,23.73,25.0,25.356744,775.229595,0.030524,23.662731
2019-07-27 05:16:52,2019-07-27--05-16-47_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,1.17,14.3,22.866249,762.9,25.4,25.0,0.185384,0.319122,0.710321,0.33427,0.374308,0.763061,0.090326,0.388393,0.922422,23.73,25.0,25.35664,775.211792,0.030524,23.662188
2019-07-27 05:17:01,2019-07-27--05-16-56_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,1.18,14.4,23.026153,762.9,25.4,25.0,0.227656,0.388666,0.835061,0.411012,0.457001,0.901977,0.110415,0.473573,0.936467,23.74,24.99,25.355961,775.235361,0.030524,23.662907
2019-07-27 05:17:10,2019-07-27--05-17-05_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,1.18,14.4,23.026153,762.9,25.4,25.0,0.185317,0.319267,0.709405,0.333924,0.374336,0.762157,0.090344,0.388842,0.922192,23.74,25.0,25.354008,775.212081,0.030524,23.662197
2019-07-27 05:17:19,2019-07-27--05-17-14_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,1.19,14.5,23.186057,762.9,25.4,25.0,0.185331,0.319206,0.710055,0.334183,0.374288,0.762963,0.090354,0.388524,0.922304,23.736,25.0,25.352192,775.178241,0.030524,23.661164
2019-07-27 05:17:28,2019-07-27--05-17-23_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,1.2,14.6,23.345961,762.9,25.4,25.0,0.185226,0.319015,0.710192,0.334187,0.374246,0.76301,0.090351,0.388396,0.922399,23.734,25.0,25.350536,775.180727,0.030524,23.66124
2019-07-27 05:32:46,2019-07-27--05-32-41_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,1.56,19.0,30.385712,763.0,25.4,25.0,0.205592,0.373041,0.823418,0.403803,0.449394,0.89284,0.108451,0.465924,0.936374,23.71,25.0,25.33524,775.454768,0.030524,23.669604
2019-07-27 05:32:55,2019-07-27--05-32-50_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,1.56,19.0,30.385712,763.0,25.4,25.0,0.170095,0.311256,0.707516,0.333459,0.374106,0.762206,0.090303,0.388911,0.922044,23.712,25.0,25.33444,775.415386,0.030524,23.668402
